evidence_id,claim_id,evidence_type,repo,url,title,updated_at,why_relevant
E017,C-A05,release,Helicone/helicone,https://github.com/Helicone/helicone/releases/tag/v2025.08.21-1,v2025.08.21-1,2025-08-21T18:47:38Z,Release cadence and upgrade risk signal
E018,C-A06,release,Helicone/helicone,https://github.com/Helicone/helicone/releases/tag/v2025.08.21,v2025.08.21,2025-08-21T17:50:18Z,Release cadence and upgrade risk signal
E019,C-A07,repo,modelcontextprotocol/modelcontextprotocol,https://github.com/modelcontextprotocol/modelcontextprotocol,Specification and documentation for the Model Context Protocol,2026-03-09T08:46:17Z,Core stack repository for MCP/gateway/agent reliability surface
E020,C-A08,issue,modelcontextprotocol/modelcontextprotocol,https://github.com/modelcontextprotocol/modelcontextprotocol/issues/1655,SEP-1655: Client-Side State Management,2026-03-09T09:19:35Z,Operational failure signal from issue tracker
E021,C-A09,issue,modelcontextprotocol/modelcontextprotocol,https://github.com/modelcontextprotocol/modelcontextprotocol/issues/1788,SEP-1788: Clarify _meta Property Reserved Keys,2026-03-09T09:19:31Z,Operational failure signal from issue tracker
E022,C-A10,pr,modelcontextprotocol/modelcontextprotocol,https://github.com/modelcontextprotocol/modelcontextprotocol/pull/1336,SEP-1336: User Agent Guidance for Client Implementations,2026-03-09T09:19:33Z,Code-level mitigation or behavior change indicator
E023,C-A11,pr,modelcontextprotocol/modelcontextprotocol,https://github.com/modelcontextprotocol/modelcontextprotocol/pull/1404,SEP-1309: Add spec and SDK versioning guidelines,2026-03-09T09:19:22Z,Code-level mitigation or behavior change indicator
E024,C-A12,release,modelcontextprotocol/modelcontextprotocol,https://github.com/modelcontextprotocol/modelcontextprotocol/releases/tag/2025-11-25,2025-11-25,2025-11-25T21:17:42Z,Release cadence and upgrade risk signal
E025,C-A01,release,modelcontextprotocol/modelcontextprotocol,https://github.com/modelcontextprotocol/modelcontextprotocol/releases/tag/2025-11-25-RC,2025-11-25-RC,2025-11-15T06:06:55Z,Release cadence and upgrade risk signal
E026,C-A02,repo,modelcontextprotocol/servers,https://github.com/modelcontextprotocol/servers,Model Context Protocol Servers,2026-03-09T09:22:39Z,Core stack repository for MCP/gateway/agent reliability surface
E027,C-A03,issue,modelcontextprotocol/servers,https://github.com/modelcontextprotocol/servers/issues/1401,"Using SOCKS proxy, but the 'socksio' package is not installed.",2026-03-09T09:02:00Z,Operational failure signal from issue tracker
E028,C-A04,pr,modelcontextprotocol/servers,https://github.com/modelcontextprotocol/servers/pull/3496,Add iz-tolk-mcp to Third-Party Servers,2026-03-09T00:29:15Z,Code-level mitigation or behavior change indicator
E029,C-A05,pr,modelcontextprotocol/servers,https://github.com/modelcontextprotocol/servers/pull/3495,Add codewiki-mcp to Third-Party Servers,2026-03-09T00:28:36Z,Code-level mitigation or behavior change indicator
E030,C-A06,release,modelcontextprotocol/servers,https://github.com/modelcontextprotocol/servers/releases/tag/2026.1.26,Release 2026.1.26,2026-01-27T12:11:26Z,Release cadence and upgrade risk signal
E031,C-A07,release,modelcontextprotocol/servers,https://github.com/modelcontextprotocol/servers/releases/tag/2026.1.14,Release 2026.1.14,2026-01-14T16:35:35Z,Release cadence and upgrade risk signal
E032,C-A08,repo,langfuse/mcp-server-langfuse,https://github.com/langfuse/mcp-server-langfuse,Model Context Protocol (MCP) Server for Langfuse Prompt Management. This server allows you to access and manage your Langfuse prompts through the Model Context Protocol.,2026-03-05T14:51:29Z,Core stack repository for MCP/gateway/agent reliability surface
E033,C-A09,issue,langfuse/mcp-server-langfuse,https://github.com/langfuse/mcp-server-langfuse/issues/17,remote server,2026-02-13T06:03:05Z,Operational failure signal from issue tracker
E034,C-A10,issue,langfuse/mcp-server-langfuse,https://github.com/langfuse/mcp-server-langfuse/issues/16,Errors,2026-02-02T21:54:52Z,Operational failure signal from issue tracker
E035,C-A11,pr,langfuse/mcp-server-langfuse,https://github.com/langfuse/mcp-server-langfuse/pull/15,"feat: Add observability tools (traces, scores, datasets, sessions)",2025-12-27T16:33:50Z,Code-level mitigation or behavior change indicator
E036,C-A12,pr,langfuse/mcp-server-langfuse,https://github.com/langfuse/mcp-server-langfuse/pull/11,Add tool for update prompt,2025-09-25T09:36:25Z,Code-level mitigation or behavior change indicator
E037,C-A01,release,langfuse/mcp-server-langfuse,https://github.com/langfuse/mcp-server-langfuse/releases/tag/v0.0.2-rc.0,v0.0.2-rc.0,2025-02-16T14:03:25Z,Release cadence and upgrade risk signal
E038,C-A02,release,langfuse/mcp-server-langfuse,https://github.com/langfuse/mcp-server-langfuse/releases/tag/v0.0.1,v0.0.1,2025-02-15T21:24:41Z,Release cadence and upgrade risk signal
E039,C-A03,repo,openai/openai-agents-python,https://github.com/openai/openai-agents-python,"A lightweight, powerful framework for multi-agent workflows",2026-03-09T09:02:51Z,Core stack repository for MCP/gateway/agent reliability surface
E040,C-A04,issue,openai/openai-agents-python,https://github.com/openai/openai-agents-python/issues/2258,.to_input_list() provides unparsable data if handoff happens in that run w/ nest_handoff_history: true,2026-03-09T07:51:22Z,Operational failure signal from issue tracker
E041,C-A05,pr,openai/openai-agents-python,https://github.com/openai/openai-agents-python/pull/2642,Release 0.11.1,2026-03-09T06:33:00Z,Code-level mitigation or behavior change indicator
E042,C-A06,pr,openai/openai-agents-python,https://github.com/openai/openai-agents-python/pull/2641,fix: show the GA computer alias in tracing,2026-03-09T06:22:27Z,Code-level mitigation or behavior change indicator
E043,C-A07,release,openai/openai-agents-python,https://github.com/openai/openai-agents-python/releases/tag/v0.11.1,v0.11.1,2026-03-09T06:33:38Z,Release cadence and upgrade risk signal
E044,C-A08,release,openai/openai-agents-python,https://github.com/openai/openai-agents-python/releases/tag/v0.11.0,v0.11.0,2026-03-09T04:10:12Z,Release cadence and upgrade risk signal
E045,C-A09,repo,langchain-ai/langgraph,https://github.com/langchain-ai/langgraph,Build resilient language agents as graphs.,2026-03-09T09:30:53Z,Core stack repository for MCP/gateway/agent reliability surface
E046,C-A10,issue,langchain-ai/langgraph,https://github.com/langchain-ai/langgraph/issues/6731,LangGraph [1.0.6] Bug - Agent infinite looping until recursion limit error is hit,2026-03-09T09:02:51Z,Operational failure signal from issue tracker
E047,C-A11,pr,langchain-ai/langgraph,https://github.com/langchain-ai/langgraph/pull/7076,chore(deps-dev): bump the all-dependencies group in /libs/langgraph with 3 updates,2026-03-09T06:20:16Z,Code-level mitigation or behavior change indicator
E048,C-A12,pr,langchain-ai/langgraph,https://github.com/langchain-ai/langgraph/pull/7075,chore(deps-dev): bump the all-dependencies group in /libs/cli with 2 updates,2026-03-09T06:18:40Z,Code-level mitigation or behavior change indicator
E049,C-A01,release,langchain-ai/langgraph,https://github.com/langchain-ai/langgraph/releases/tag/cli%3D%3D0.4.14,langgraph-cli==0.4.14,2026-03-02T21:27:30Z,Release cadence and upgrade risk signal
E050,C-A02,release,langchain-ai/langgraph,https://github.com/langchain-ai/langgraph/releases/tag/1.0.10,langgraph==1.0.10,2026-02-27T21:04:53Z,Release cadence and upgrade risk signal
E051,C-A03,repo,microsoft/autogen,https://github.com/microsoft/autogen,A programming framework for agentic AI,2026-03-09T09:05:27Z,Core stack repository for MCP/gateway/agent reliability surface
E052,C-A04,issue,microsoft/autogen,https://github.com/microsoft/autogen/issues/7337,Improve error messages for missing MCP server dependencies in AssistantAgent,2026-03-09T02:27:31Z,Operational failure signal from issue tracker
E053,C-A05,pr,microsoft/autogen,https://github.com/microsoft/autogen/pull/7361,fix(core): schema_to_pydantic_model preserves $defs array/primitive types,2026-03-09T07:57:07Z,Code-level mitigation or behavior change indicator
E054,C-A06,pr,microsoft/autogen,https://github.com/microsoft/autogen/pull/7269,Fix typos in sample READMEs,2026-03-09T05:29:07Z,Code-level mitigation or behavior change indicator
E055,C-A07,release,microsoft/autogen,https://github.com/microsoft/autogen/releases/tag/python-v0.7.5,python-v0.7.5,2025-09-30T06:18:26Z,Release cadence and upgrade risk signal
E056,C-A08,release,microsoft/autogen,https://github.com/microsoft/autogen/releases/tag/python-v0.7.4,python-v0.7.4,2025-08-19T18:50:49Z,Release cadence and upgrade risk signal
E057,C-A09,repo,coze-dev/coze-loop,https://github.com/coze-dev/coze-loop,"Next-generation AI Agent Optimization Platform: Cozeloop addresses challenges in AI agent development by providing full-lifecycle management capabilities from development, debugging, and evaluation to monitoring.  ",2026-03-09T07:20:16Z,Core stack repository for MCP/gateway/agent reliability surface
E058,C-A10,pr,coze-dev/coze-loop,https://github.com/coze-dev/coze-loop/pull/449,[feat][backend] support restrict decrypt,2026-03-09T09:31:52Z,Code-level mitigation or behavior change indicator
E059,C-A11,pr,coze-dev/coze-loop,https://github.com/coze-dev/coze-loop/pull/421,[feat][evaluation] agent evaluator,2026-03-09T07:19:33Z,Code-level mitigation or behavior change indicator
E060,C-A12,release,coze-dev/coze-loop,https://github.com/coze-dev/coze-loop/releases/tag/v1.5.1,v1.5.1,2026-01-20T12:35:01Z,Release cadence and upgrade risk signal
